"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.818056292E0,1.482270630E-1,-4.687128067E-2,-1.068833014E0
3.828046292E0,9.402615130E-3,1.430313733E-1,-1.038996427E0
3.838036292E0,-2.095699100E-1,2.231584007E-1,-9.059032738E-1
3.848025292E0,-3.149719656E-1,1.610367045E-1,-8.462903255E-1
3.858015292E0,-3.090139452E-1,-6.143669486E-3,-8.991310287E-1
3.868005292E0,-2.704971662E-1,-1.333404905E-1,-9.791840887E-1
3.877994292E0,-2.012265180E-1,-2.306472221E-1,-1.107667297E0
3.887984292E0,-1.175882377E-1,-3.702635291E-1,-1.252116328E0
3.897974292E0,-3.084945662E-1,-3.758619457E-1,-1.314348244E0
3.907963292E0,-6.301830822E-1,-2.487440622E-1,-1.244889754E0
3.917953292E0,-8.886343995E-1,5.860430360E-2,-9.679784846E-1
3.927943292E0,-7.783142509E-1,2.388628525E-1,-7.449235797E-1
3.937933292E0,-5.283916824E-1,1.329905346E-1,-9.967263204E-1
3.947922292E0,-2.988754579E-1,-7.356586665E-2,-1.420906148E0
3.957912292E0,-3.152098741E-1,-6.872875750E-2,-1.519565048E0
3.967902292E0,-6.733358261E-1,1.524190781E-1,-1.264574990E0
3.977891292E0,-1.029684809E0,4.500765610E-1,-1.020289430E0
3.987881292E0,-1.185576768E0,6.748256966E-1,-8.551365781E-1
3.997871292E0,-9.907232764E-1,6.980800733E-1,-6.387141699E-1
4.007860292E0,-7.573659430E-1,6.348476985E-1,-6.311969894E-1
4.017850292E0,-8.464695427E-1,5.481633112E-1,-8.548869020E-1
4.027840292E0,-8.688415745E-1,3.270306784E-1,-9.928835303E-1
4.037830292E0,-9.109937136E-1,2.054813907E-1,-9.521489024E-1
4.047819292E0,-1.184084339E0,1.534704074E-1,-9.146091932E-1
4.057809292E0,-1.441492586E0,1.082468721E-1,-9.082626253E-1
4.067799292E0,-1.877499431E0,2.563390106E-1,-8.561785519E-1
4.077788292E0,-2.224943616E0,2.300663012E-1,-7.770066673E-1
4.087778292E0,-2.046962558E0,1.683375379E-1,-6.604968023E-1
4.097768292E0,-1.713152910E0,3.324042696E-1,-5.252793556E-1
4.107758292E0,-1.289460448E0,3.909080011E-1,-4.820526445E-1
4.117747292E0,-9.177286828E-1,2.118788293E-1,-6.219215512E-1
4.127737292E0,-6.964850990E-1,7.944875032E-2,-8.334159261E-1
4.137727292E0,-5.266595909E-1,7.003093243E-2,-7.596573937E-1
4.147716292E0,-6.850387359E-1,1.565463352E-1,-4.705657893E-1
4.157706292E0,-7.824160726E-1,1.622079018E-1,-2.815902114E-2
4.167696292E0,-8.531073019E-1,1.532718945E-1,1.241673785E-1
4.177686292E0,-8.906248648E-1,5.463404417E-2,2.092309177E-2
4.187675292E0,-1.003135088E0,-1.992131755E-1,-1.906285858E-1
4.197665292E0,-1.361820034E0,-3.841822413E-1,-3.193491912E-1
4.207655292E0,-1.672358348E0,-3.913927352E-1,-2.397756028E-1
4.217644292E0,-1.744082342E0,-3.808390957E-1,-1.311875457E-1
4.227634292E0,-1.417881968E0,-3.571336064E-1,6.803527772E-2
4.237624292E0,-8.658609563E-1,-3.191743594E-1,3.547342014E-1
4.247613292E0,-5.771396269E-1,-2.687111342E-1,4.197406214E-1
4.257603292E0,-4.108395512E-1,-1.615343025E-1,2.473705512E-1
4.267593292E0,-6.251623705E-1,1.755094403E-1,1.254432410E-1
4.277583292E0,-1.075207064E0,5.654924119E-1,4.470079422E-2
4.287572292E0,-1.101377740E0,1.001668095E0,-6.691845953E-2
4.297562292E0,-9.742218491E-1,1.579290555E0,-9.494884193E-2
4.307552292E0,-6.299997720E-1,1.897163032E0,6.324582338E-2
4.317541292E0,-4.275286742E-1,2.039110332E0,8.961208820E-2
4.327531292E0,-7.934233099E-2,1.862389348E0,-3.058327675E-2
4.337521292E0,-1.088383180E-1,1.605126185E0,-2.961667353E-1
4.347511292E0,-5.502775182E-1,1.054947047E0,-4.861269844E-1
4.357500292E0,-5.745210975E-1,3.915731218E-1,-7.662665015E-1
4.367490292E0,-5.367840448E-1,-2.444077671E-2,-9.870842618E-1
4.377480292E0,-3.402983031E-1,-2.918664005E-1,-8.329727072E-1
4.387469292E0,-2.558539841E-1,-1.991602582E-1,-4.223736227E-1
4.397459292E0,-3.123722935E-1,3.318616480E-2,-5.044977665E-2
4.407449292E0,-4.422567871E-1,-8.136488289E-2,-9.574757159E-2
4.417438292E0,-5.303632173E-1,-5.407867563E-1,-5.095708108E-1
4.427428292E0,-6.402151501E-1,-6.756060076E-1,-7.831941909E-1
4.437418667E0,-5.956049877E-1,-3.499137568E-1,-4.275063086E-1
4.447408667E0,-2.696955130E-1,6.043974459E-3,-7.101092577E-2
4.457397667E0,-2.372107217E-1,1.726250088E-1,-7.194531083E-2
4.467387667E0,-3.396635878E-1,2.833417448E-1,-1.902736598E-1
4.477377667E0,-6.636791494E-1,5.797499701E-1,-2.378050911E-1
4.487366667E0,-1.075789154E0,7.467505422E-1,-1.902520251E-1
4.497356667E0,-1.128534840E0,7.582508460E-1,-1.492969573E-1
4.507346667E0,-8.998511133E-1,8.161876899E-1,1.880990803E-2
4.517336667E0,-4.952667671E-1,8.951025894E-1,-2.584469318E-3
4.527325667E0,-2.864135796E-1,9.374332148E-1,-3.050843239E-2
4.537315667E0,-3.803096303E-1,1.005905280E0,-8.720771313E-2
4.547305667E0,-5.163035873E-1,9.221015230E-1,-3.380556035E-1
4.557294667E0,-4.123137805E-1,6.798461160E-1,-5.906629211E-1
4.567284667E0,-2.397753105E-1,6.364051044E-1,-7.209511650E-1
4.577274667E0,-5.594615936E-3,6.208944878E-1,-7.551386654E-1
4.587263667E0,1.293205297E-1,6.007215938E-1,-7.341325432E-1
4.597253667E0,7.662191391E-3,6.856398296E-1,-5.842409241E-1
4.607243667E0,-3.237267092E-1,7.205371821E-1,-2.921836120E-1
4.617233667E0,-4.405298120E-1,9.002288434E-1,2.244418645E-1
4.627222667E0,-3.817626634E-1,1.090994546E0,4.822830248E-1
4.637212667E0,-2.856689367E-1,8.643228462E-1,2.772872454E-1
4.647202667E0,-2.673630586E-1,6.675333416E-1,-1.756293082E-1
4.657191667E0,-2.964231357E-1,4.358470693E-1,-6.196773899E-1
4.667181667E0,-5.191687229E-1,4.241520533E-1,-6.371324980E-1
4.677171667E0,-5.809077188E-1,6.182810748E-1,-4.973957384E-1
4.687161667E0,-4.463771738E-1,8.128927839E-1,-4.459367323E-1
4.697150667E0,-1.785548164E-1,7.965539092E-1,-4.842944670E-1
4.707140667E0,1.857851909E-1,6.808302024E-1,-6.765684593E-1
4.717130667E0,5.883320747E-1,4.196160758E-1,-1.286114379E0
4.727119667E0,5.960505456E-1,2.868474430E-1,-1.721357723E0
4.737109667E0,4.263254634E-1,2.842857778E-1,-1.491106650E0
4.747099667E0,3.559096380E-1,4.638028997E-1,-1.133212028E0
4.757089667E0,3.462146620E-1,7.251462498E-1,-8.823290545E-1
4.767078667E0,2.330841954E-1,8.621655160E-1,-7.536780310E-1
4.777068667E0,-1.342529485E-1,9.535896564E-1,-7.423870575E-1
4.787058667E0,-5.027938879E-1,1.022541777E0,-5.053327489E-1
4.797047667E0,-5.178542688E-1,8.011673623E-1,-3.094469315E-1
4.807037667E0,2.089922051E-1,5.391454428E-2,-6.658212769E-1
4.817027667E0,1.005353595E0,-4.343004808E-1,-9.338003397E-1
4.827016667E0,1.188305663E0,-3.327752754E-1,-5.120529538E-1
4.837006667E0,1.109393103E0,-3.154450053E-1,5.296940035E-1
4.846996667E0,1.075836955E0,-2.605171385E-1,1.813359568E0
4.856986667E0,8.397908530E-1,-6.902608842E-2,2.698264321E0
4.866975667E0,3.876191615E-1,-2.593687454E-1,3.307371114E0
4.876965667E0,-9.788165912E-2,-8.021283522E-1,3.751587011E0
4.886955667E0,-6.804306914E-1,-1.293201204E0,3.845835941E0
4.896944667E0,-6.963443273E-1,-1.927843080E0,3.525022607E0
4.906934667E0,1.077715209E-1,-2.857219417E0,2.632718788E0
4.916924667E0,8.345157874E-1,-3.527495980E0,1.903647594E0
4.926914667E0,6.656476877E-1,-3.403906306E0,1.935875108E0
4.936903667E0,-1.421535235E-1,-2.799263277E0,2.540997609E0
4.946893667E0,-9.151958151E-1,-2.154508056E0,3.183836989E0
4.956883667E0,-1.607686974E0,-1.780845541E0,3.341779640E0
4.966872667E0,-1.719140020E0,-1.634159365E0,2.757781960E0
4.976862667E0,-1.198614816E0,-1.371799184E0,2.499917995E0
4.986852667E0,-4.149068014E-1,-1.041389692E0,2.655670279E0
4.996842667E0,3.850909717E-1,-8.718438274E-1,2.627819406E0
5.006831667E0,1.237028173E0,-8.048552012E-1,2.348346471E0
5.016821667E0,1.875659458E0,-1.061953473E0,1.524814678E0
5.026811667E0,2.096694881E0,-1.232666734E0,1.063887439E0
5.036800667E0,1.802925943E0,-9.569111672E-1,1.201656611E0
5.046790667E0,1.351591061E0,-5.420763597E-1,2.161518576E0
5.056780667E0,9.396512099E-1,-1.155386424E-1,2.909362839E0
5.066770667E0,4.972856645E-1,-1.454427651E-1,2.651412921E0
5.076759667E0,4.794278294E-2,-6.461524129E-1,1.604338565E0
5.086749667E0,2.758131623E-3,-1.370587349E0,-2.186852807E-1
5.096739667E0,1.658962085E0,-2.560808560E0,-2.936603263E0
5.106728667E0,1.959151850E0,-2.649882120E0,-2.952131129E0
5.116718667E0,6.212804040E-1,-1.454246387E0,-1.250269192E0
5.126708667E0,-9.220646855E-1,-5.836056241E-1,5.842888713E-1
5.136697667E0,-1.152596279E0,-4.748689015E-1,1.938860112E0
5.146687667E0,-7.038160457E-1,-6.834857154E-1,2.498532205E0
5.156677667E0,-3.798488697E-1,-9.157442839E-1,1.967967551E0
5.166667667E0,-9.704623818E-2,-9.178035271E-1,1.020288845E0
5.176656667E0,2.286851889E-1,-8.323757064E-1,3.097281826E-1
5.186646667E0,5.317984164E-1,-9.708841123E-1,8.380171001E-2
5.196636667E0,6.547919664E-1,-1.213120223E0,2.488633454E-2
5.206625667E0,5.996995005E-1,-1.394815433E0,-2.011904114E-1
5.216615667E0,3.761344260E-1,-1.386742913E0,-5.244829649E-1
5.226605667E0,1.406673440E-1,-1.159486199E0,-9.019733602E-1
5.236595667E0,-3.956810832E-2,-9.162828125E-1,-1.128844158E0
5.246584667E0,-2.312521166E-1,-7.702709672E-1,-7.605660510E-1
5.256574667E0,-7.455901623E-2,-6.922400205E-1,-1.340854257E-1
5.266564667E0,6.263274282E-1,-7.532239947E-1,9.955878675E-2
5.276553667E0,1.201607787E0,-7.511409241E-1,-1.586215121E-1
5.286543667E0,1.260078920E0,-5.764480475E-1,-6.448297727E-1
5.296533667E0,9.735236916E-1,-3.732328914E-1,-1.093508264E0
5.306523667E0,6.370056134E-1,-1.774824370E-1,-1.140839721E0
5.316512667E0,3.564072360E-1,-8.870079964E-2,-9.535569119E-1
5.326502667E0,1.925444260E-1,-1.398095575E-1,-7.505491859E-1
5.336492667E0,8.020172551E-2,-1.906812108E-1,-7.694871479E-1
5.346481667E0,-3.890634969E-2,-2.475341271E-1,-8.916308051E-1
5.356471667E0,-5.869902849E-2,-3.075759687E-1,-9.116288674E-1
5.366461667E0,1.145308748E-2,-2.044720151E-1,-9.999574918E-1
5.376451667E0,3.243963616E-1,1.734234461E-1,-9.887045252E-1
5.386440667E0,7.910491942E-1,6.936510998E-1,-5.238736850E-1
5.396430667E0,1.330759040E0,7.606156062E-1,-7.167107642E-2
5.406420667E0,1.753139971E0,6.673564634E-1,1.063965207E-1
5.416409667E0,1.604625956E0,7.970304573E-1,2.678375602E-2
5.426399667E0,9.744629006E-1,8.203771468E-1,-1.562604064E-1
5.436388792E0,2.684765147E-1,7.350878321E-1,-5.205068582E-1
5.446377792E0,-5.435660841E-1,6.253062120E-1,-1.033797083E0
5.456367792E0,-1.004563709E0,4.727645617E-1,-1.539613981E0
5.466357792E0,-9.964955746E-1,3.999235305E-1,-1.543034018E0
5.476347792E0,-6.428264435E-1,3.579916122E-1,-1.133888551E0
5.486336792E0,-1.874006304E-1,2.859527459E-1,-7.373040730E-1
5.496326792E0,1.277709445E-1,1.132446335E-1,-5.635376877E-1
5.506316792E0,5.802257873E-2,8.814056329E-2,-6.597629768E-1
5.516305792E0,-4.207445884E-1,2.987985671E-1,-7.772271073E-1
5.526295792E0,-9.516747663E-1,4.264374375E-1,-7.420005566E-1
5.536285792E0,-1.242412435E0,4.456350160E-1,-5.612286222E-1
5.546275792E0,-1.046792812E0,2.997580951E-1,-4.337733543E-1
5.556264792E0,-5.983771527E-1,4.413332194E-2,-4.836559510E-1
5.566254792E0,-3.056700322E-1,-3.628182694E-2,-5.340139264E-1
5.576244792E0,-4.576525059E-1,1.196433878E-1,-3.159092742E-1
5.586233792E0,-8.426703143E-1,2.327802864E-1,-7.127229631E-2
5.596223792E0,-8.560037933E-1,4.063350025E-1,2.589685035E-1
5.606213792E0,-4.574732888E-1,6.361036804E-1,6.790833467E-1
5.616203792E0,-1.745536398E-1,5.429690833E-1,4.820134681E-1
5.626192792E0,-2.982435384E-1,2.722932847E-1,-1.323102111E-1
5.636182792E0,-6.402836356E-1,2.465246053E-1,-4.308257729E-1
5.646172792E0,-1.045767210E0,2.929123212E-1,-5.184650105E-1
5.656161792E0,-1.275296445E0,5.075587839E-2,-6.986814594E-1
5.666151792E0,-1.043725143E0,-1.346873966E-1,-6.399368227E-1
5.676141792E0,-5.812987879E-1,8.419990540E-3,-4.027123600E-1
5.686131792E0,-2.577101827E-1,2.122334629E-1,-3.516340077E-2
5.696120792E0,-1.811886216E-1,3.975263183E-1,3.834767747E-1
5.706110792E0,-2.432486662E-1,3.737487620E-1,5.930982864E-1
5.716100792E0,-3.918722435E-1,1.638847370E-1,6.449110490E-1
5.726089792E0,-5.176144599E-1,-1.284675671E-1,5.759220904E-1
5.736079792E0,-3.553831693E-1,-4.190094271E-1,5.131697720E-1
5.746069792E0,-4.822812706E-2,-7.729560086E-1,2.970742232E-1
5.756059792E0,-1.007793930E-1,-9.088110942E-1,2.677966297E-2
5.766048792E0,-7.931344575E-1,-7.794573815E-1,-2.043291968E-1
5.776038792E0,-1.487804727E0,-6.404338360E-1,-5.809816861E-1
5.786028792E0,-1.745790460E0,-4.084008238E-1,-5.645878476E-1
5.796017792E0,-1.719697698E0,-1.905825390E-1,-2.514910841E-1
5.806007792E0,-1.560358733E0,-5.378882915E-2,4.948264718E-2
5.815997792E0,-1.373256603E0,-8.612773240E-2,1.024519891E-1
5.825986792E0,-1.360759057E0,-3.620201245E-1,-8.928172052E-2
5.835976792E0,-1.432251208E0,-5.871715486E-1,-2.085695976E-1
5.845966792E0,-1.342635319E0,-7.470107433E-1,-1.509429485E-1
5.855956792E0,-1.135130134E0,-8.853441712E-1,2.861054313E-1
5.865945792E0,-9.685232989E-1,-8.735583772E-1,6.284131300E-1
5.875935792E0,-7.687677211E-1,-7.237902805E-1,7.603432721E-1
5.885925792E0,-6.068248444E-1,-6.014579044E-1,6.780349410E-1
5.895914792E0,-5.089875510E-1,-4.662156071E-1,2.529113728E-1
5.905904792E0,-4.148730337E-1,-5.185036021E-1,-2.417081076E-1
5.915894792E0,-4.948492029E-1,-6.737087323E-1,-9.308626986E-1
5.925884792E0,-1.051854089E0,-8.043792379E-1,-3.018238580E0
5.935873792E0,-1.212076057E0,-9.210874696E-1,-2.209785002E0
5.945863792E0,-7.508253937E-1,-1.307310535E0,-1.262319134E0
5.955853792E0,-1.325446113E-1,-1.322201055E0,-5.551709068E-1
5.965842792E0,1.845540597E-1,-8.994210505E-1,-1.646926761E-2
5.975832792E0,1.832407019E-1,-3.106273381E-1,6.515166485E-1
5.985822792E0,6.164777935E-2,2.354903246E-1,2.422167569E0
5.995812792E0,1.293635067E-1,7.258504008E-1,3.490253894E0
6.005801792E0,-2.198253416E-2,1.214750281E-1,3.339001043E0
6.015791792E0,-1.634742625E0,-2.281997238E0,2.263812690E0
6.025781792E0,-2.667186662E0,-1.765957945E0,-1.128534840E0
